Date,IE00B84J9L26,IE00BK1KHS51,IE00BRB37Q12,IE00BRB37T43,IE00BYR8FS70,LP68838366,LU0067412154,LU0110450813,LU0154237738,LU0329760770,LU1670722161,LU1670724373,LU1889097876,LU1897340425,LU2286300988,LU2530434740,PTF
2023-03-24,339459.12,240883.25477580001,282611.400876,252666.5377396,30420.719999999998,,120434.4730758,246260.1501387,136748.8499615,133037.2,301573.549,340516.7784,176085.6819284,167391.2,56420.649999999994,211641.0,3036150.5658958
2023-03-27,337837.5,239608.80936719998,280716.5445168,250871.08053210002,30157.600000000002,,119336.8259992,245833.0874334,136066.6751195,135138.80000000002,299997.4108,337344.04480000003,174983.58397160002,167743.85,55820.049999999996,210304.31999999998,3021760.1825398
2023-03-28,337567.23,237894.9345682,279132.0234024,249213.0041227,30372.649999999998,,119638.95789460001,244710.9074349,135300.85554400002,134939.0,301954.5934,336473.989,173202.213749,166098.15000000002,55576.950000000004,209190.42,3011265.8791158
2023-03-29,338378.04,238755.3530726,279897.3204552,249947.58373040002,30028.57,,121723.49697260001,245935.6219098,135222.16474550002,136789.0,302110.4752,336875.822,173187.7911821,167978.94999999998,55519.75000000001,209858.76,3022208.6992682
2023-03-30,338918.57999999996,241237.3827136,278483.2156554,248735.59188659998,31126.59,,120683.4020978,245058.51529890002,134203.7628565,137499.4,302708.0221,337979.98919999995,172703.59099149998,169036.90000000002,55634.15,209635.98,3023645.0728003
2023-03-31,340269.93,244730.62965259998,280669.0845084,251204.8171692,31602.23,,122022.1266704,247511.0382939,134809.2824515,138002.6,302843.697,338112.76879999996,173985.9680311,170094.85,55984.5,212086.56,3043930.0825771
2023-04-03,340810.47,245785.1780111,280507.61143439997,251541.2804965,32029.8,,122009.3057478,247753.8490113,134729.353769,138032.2,303435.4705,339632.74580000003,173984.6304947,169977.30000000002,57643.3,211195.44,3049067.9352648
2023-04-04,341621.28,242999.19679490002,279116.582871,250119.5237415,32062.690000000002,,120291.35913679999,246279.3189858,133948.36531649999,138106.19999999998,301844.8988,340453.88279999996,173241.26660819998,170800.15,56749.55,210749.88,3038384.1450547
2023-04-05,341621.28,245063.9781044,280599.31814459997,251448.2193892,31880.530000000002,,120930.3754622,247221.900036,135209.5627985,139615.8,303582.6922,340736.913,174587.2807464,169742.19999999998,56477.85,211195.44,3049913.3398813
2023-04-06,341351.01,244532.93662070003,280064.4729792,250059.6706966,31721.14,,120299.71992919999,246649.83621930002,134953.3831845,141332.6,303412.3769,342305.8088,174665.89504899998,168214.05000000002,55519.75000000001,210972.66,3046055.3103785003
2023-04-07,341351.01,244532.93662070003,280064.4729792,250059.6706966,31721.14,,120299.71992919999,246649.83621930002,134953.3831845,141332.6,303412.3769,342305.8088,174665.89504899998,168214.05000000002,55519.75000000001,210972.66,3046055.3103785003
2023-04-10,339729.39,246426.46715050002,280835.9467494,252220.99460980002,31721.14,,121231.2557838,248559.7586625,135998.388784,141332.6,303412.3769,342305.8088,176018.4126576,168214.05000000002,55519.75000000001,210972.66,3054499.0000976003
2023-04-11,340269.93,243916.4889161,279661.620756,250543.0801878,31895.71,,121617.6111664,246784.3014816,134653.965194,141377.0,303868.4755,340859.21,174544.6818139,169624.65,55977.350000000006,211195.44,3046789.5150158
2023-04-12,341080.74,242902.9017961,278693.1912324,249501.8235385,31984.260000000002,,119938.58080180001,246108.62971709998,133964.799666,142154.0,303969.51,340086.9918,173268.9423988,168684.25,55591.25,209858.76,3037788.6309507
2023-04-13,341891.55,241761.99163479998,277375.22058960004,247912.80458260002,31875.469999999998,,119319.5999074,245444.25401099998,133328.7563945,140607.4,304001.2637,339919.27019999997,172359.35958010002,168096.5,55248.049999999996,208967.64,3028109.1306
2023-04-14,340810.47,242622.1491421,277472.32656360004,248376.2980164,31981.73,,120528.26419720001,246039.73998930003,133489.4318185,140770.19999999998,304408.28839999996,340467.8596,172889.6387006,170565.05,55913.0,209635.98,3035970.4264277
2023-04-17,339729.39,244921.4454505,279104.0527422,249564.19352819998,32224.61,,122787.155393,247187.81831670002,134498.29528350002,141480.6,304538.1899,339269.349,174158.832597,170212.4,55977.350000000006,210304.31999999998,3045958.0022111
2023-04-18,339729.39,243452.70656979998,277924.1230248,248731.62379630003,32429.54,,122661.61109179999,245960.8025958,133929.695099,141021.8,304913.4609,339517.4372,173084.658716,170447.5,56320.549999999996,209635.98,3039760.8789935
2023-04-19,338918.57999999996,244428.94392279998,277560.7215234,248151.0168234,32401.71,,121314.56208480001,245136.51024570002,133867.1159845,141110.6,304656.5446,338224.5832,172748.7488634,169272.0,56463.549999999996,209413.2,3033668.387248
2023-04-20,339459.12,244396.32297990003,277519.4887164,247925.1820001,32272.68,,120328.91633600001,244754.54597610002,133734.704379,140481.6,304448.7022,338685.8176,171889.726122,169507.1,55305.24999999999,209413.2,3030122.3563095
2023-04-21,339459.12,244334.4735286,277410.387744,247810.9585575,32229.670000000002,,118674.5024892,244921.80199859999,133902.2853245,140533.4,306781.1558,339188.98240000004,171659.9061326,169154.45,55319.55,208744.86,3030125.503975
2023-04-24,339729.39,241799.46305969998,276456.84342780005,246992.5271289,31994.379999999997,,117228.90348020001,244158.23261339997,133221.0916735,139911.8,305256.9782,338954.871,170163.9577681,169272.0,55326.7,208299.3,3018766.4383516
2023-04-25,340810.47,243305.3896728,278456.1537072,249051.13189079997,31898.239999999998,,115972.7264606,245435.91033150002,134179.92159450002,140511.19999999998,305268.52499999997,339849.3862,171163.31570960002,167626.3,54282.8,210304.31999999998,3028115.790567
2023-04-26,340269.93,241203.8518435,276560.8379436,246897.87098100001,31607.29,,115441.71737240002,243966.80552670002,133485.37391,138861.0,304904.8008,340387.493,170671.82114010002,165627.95,52881.399999999994,208967.64,3011735.7825173
2023-04-27,339999.66,242744.1321669,276934.0484862,246975.867003,31751.5,,116214.4034184,244640.0909124,133668.9297965,139852.6,304691.185,339597.8038,171165.0857428,167861.4,53467.700000000004,208744.86,3018309.2663261998
2023-04-28,340540.2,243056.502416,276885.505596,247646.34500200002,32131.0,,116497.637284,244352.73844800002,133205.77046,140733.2,305034.7023,339828.42100000003,170658.53387729998,168684.25,54132.649999999994,209413.2,3022800.6563833
2023-05-01,339459.12,244373.0541252,277465.7737404,247655.0860196,32131.0,,117128.6640078,245676.3113916,133927.2996975,140733.2,305034.7023,339828.42100000003,171582.9317137,168684.25,54132.649999999994,209413.2,3027225.6639958
2023-05-02,340540.2,244576.6796291,278425.5856452,248801.64705419997,31918.48,,117145.61519920001,245287.8071937,133837.42716000002,140170.8,305360.8994,339604.79219999997,171651.5345163,168684.25,53431.950000000004,209635.98,3029073.6479976997
2023-05-03,341891.55,242768.7682875,277471.2108672,247794.4862269,32057.629999999997,,116359.7255812,244544.8572387,133373.645283,138143.2,305187.6974,341407.7994,170483.6790252,167626.3,52087.74999999999,208744.86,3019943.1593097
2023-05-04,341891.55,243662.0982887,279023.30105999997,248532.2461602,31870.41,,116801.64274,245529.15801659998,134227.4817695,138328.2,305147.2836,340915.11720000004,171305.4309544,166685.9,51937.6,208967.64,3024825.0597894
2023-05-05,341891.55,242721.3750143,278879.5907814,248182.6469175,31865.350000000002,,117610.1881726,245886.1311537,134049.364416,140474.2,304933.6678,338846.5508,171038.9148129,167861.4,52538.200000000004,208967.64,3025746.7698684
2023-05-08,341080.74,242546.5547232,277991.1985914,247118.1646235,31865.350000000002,,118146.2226466,245407.1035203,133843.9104575,140400.19999999998,304933.6678,338846.5508,170523.05225240003,167861.4,53396.200000000004,208744.86,3022705.1754149
2023-05-09,340540.2,241986.9906636,279014.8778046,248215.16721010001,31829.93,,118777.1260076,246717.58264019998,134558.63972950002,140400.19999999998,304933.6678,338846.5508,171433.65023720003,167861.4,53396.200000000004,208744.86,3027257.0428928
2023-05-10,342161.82,242151.1691872,279974.394378,248729.9336386,31480.79,,116127.7426732,246709.1917386,134355.70352150002,140666.6,305311.8255,339164.523,170505.36994109998,169624.65,54676.049999999996,209858.76,3031498.5235782
2023-05-11,341891.55,245020.4319654,281132.33578920003,250634.1901751,31678.129999999997,,116315.5820614,247750.52550659998,135351.92065800002,140163.4,305401.3132,339325.2562,171353.1938186,170800.15,55870.1,211195.44,3043883.5193743
2023-05-12,341080.74,246315.9627201,281865.9440352,251011.6294613,31736.32,,116312.28592780001,248827.6808955,135819.900785,141325.19999999998,305496.57430000004,340635.5812,172558.8647475,171387.9,55955.9,211863.78,3052194.2640724
2023-05-15,340810.47,246157.564926,281563.54487519996,250500.2896873,31807.16,,117203.3220762,248704.59748949998,135675.7340795,140207.8,305675.54970000003,339964.6948,172508.58499220002,171623.0,55998.799999999996,211195.44,3049596.5526259
2023-05-16,339729.39,245915.1376773,280839.3847098,249578.24647,32029.8,,117725.54466539998,248007.2255073,135552.19997349998,139534.4,305912.2591,340261.7018,172112.28577159997,171858.09999999998,56585.1,211195.44,3046836.2156749
2023-05-17,339459.12,246031.1407281,281796.9652218,250411.1527701,31642.71,,116155.813943,248751.5342616,135905.28239449998,138054.4,305788.131,338954.871,172414.6510923,172328.3,56835.35,211195.44,3045724.8624114
2023-05-18,338378.04,248230.2690413,282199.44386339997,250922.52912760002,32285.329999999998,,116708.164361,249934.41128610002,136551.5466055,138054.4,305788.131,338954.871,173234.52486409998,172328.3,56835.35,211195.44,3051600.751149
2023-05-19,338378.04,248509.97374840002,281738.67891960003,250512.83294999998,32381.469999999998,,114562.1200656,248416.50077820002,135883.7993495,138653.80000000002,306293.3035,336900.2814,171980.88082949998,175031.95,59509.450000000004,211641.0,3050394.0815408
2023-05-22,338378.04,246864.92143040002,281658.8738124,250234.0374132,32583.87,,115389.685057,248447.97996119998,135843.648486,137899.0,306607.95379999996,337882.15160000004,171674.5269272,175267.05,59416.49999999999,211418.22,3049566.4584874
2023-05-23,338378.04,247282.11698189998,282190.7378976,250706.56209370002,32576.28,,114762.8234442,248608.6075971,135988.8827465,138328.2,306628.1607,336383.13979999995,171699.6257577,173974.0,59845.5,212086.56,3049439.2370186998
2023-05-24,337026.69,248171.69406120002,281445.5839608,250406.5603214,32254.969999999998,,112311.9184,248552.67667770002,136306.36640650002,136456.0,306807.1361,336865.3394,172008.1321325,170800.15,58887.4,212309.34,3040609.9574601
2023-05-25,335675.34,246965.3797156,281160.717894,250517.78391700002,32252.440000000002,,110687.68350579999,248720.0783571,136402.72823900002,135442.2,306732.0819,334905.0932,172480.2164058,173856.44999999998,60210.149999999994,212309.34,3038317.6831343
2023-05-26,335945.61,247795.3993151,282004.6765914,251287.4934403,32131.0,,110927.108748,249506.5903668,136361.6345685,135220.19999999998,306824.4563,335023.89599999995,172613.8939584,174209.1,61032.4,212309.34,3043192.7992885
2023-05-29,335945.61,247706.2945357,281903.2693806,251197.1321953,32131.0,,110887.2203756,249416.86970699998,136312.60020800002,135220.19999999998,306824.4563,335023.89599999995,172551.8246607,174209.1,61032.4,212309.34,3042671.2133629
2023-05-30,337567.23,249744.6982485,282835.23178679997,252133.6551619,32389.06,,110056.18591939998,249550.30871999997,136192.3827195,136100.8,307398.9096,336826.9032,172368.2277668,175502.15,63041.55,213646.02,3055353.3131228997
2023-05-31,337837.5,251978.4014202,284844.73731,254171.50732370003,32363.760000000002,,107957.9215904,250802.4718719,137496.06529199998,135338.59999999998,307531.69779999997,338958.3652,174132.2560691,173738.9,63692.2,214091.58,3064935.9638773
2023-06-01,338918.57999999996,250803.30248610003,284136.459411,253171.87294180001,32262.559999999998,,107279.3038028,249887.04419430002,136698.2574505,134976.0,307676.0328,338423.7526,173181.8203235,173151.15,63663.600000000006,213200.46,3057430.19601
2023-06-02,338918.57999999996,249588.9859008,284293.8609504,253084.73104480002,32556.04,,111713.8749012,250955.62710930003,136773.98308499999,136411.6,308146.5649,339629.25159999996,173589.518638,176442.55,62855.649999999994,214759.92,3069720.7381295
2023-06-05,339459.12,249913.893775,284899.5957486,253641.87579969998,32556.04,,112113.6209246,251903.22367859998,136616.090501,138720.4,308542.0428,338619.42779999995,174084.66740500001,177382.95,63356.15,214537.14,3076346.2384325
2023-06-06,339729.39,251913.06584989998,285698.14913639997,254370.74106469998,32773.619999999995,,112456.90948239999,252711.59020920002,136997.994508,137943.4,308481.42209999997,339608.28640000004,174602.52425629998,178205.8,63742.25000000001,214982.7,3084217.8430069
2023-06-07,339188.85000000003,251315.1109378,285007.8713076,253510.4995734,32664.83,,113535.22824340001,252620.1057042,136780.0345625,138172.8,308972.1611,339458.0358,174493.0324854,178676.0,63813.75,214537.14,3082745.4497143
2023-06-08,340269.93,249117.10657469998,284051.9138562,252714.1304342,32857.11,,113555.3857546,251458.34560469998,135983.8256545,138239.4,310822.5358,337861.1864,173425.2379322,175502.15,61625.85,213200.46,3070684.5680111
2023-06-09,339999.66,249604.26307179997,284411.5694448,253034.1067975,32912.770000000004,,113995.78001140001,252209.5507809,136044.490367,138313.4,309405.1661,339070.1796,174244.2066644,177030.30000000002,61668.75,213868.8,3075812.9928377997
2023-06-12,340269.93,249784.48829880002,284879.75806079997,253468.6187826,33003.85,,113985.7484364,252725.8765572,136044.499963,137810.19999999998,309982.5061,339870.3514,174702.0025249,177030.30000000002,62197.85,213868.8,3079624.7801237
2023-06-13,339999.66,248153.1463775,283203.46965539997,252636.6002421,33186.009999999995,,114404.4927232,251630.7854166,135466.61205,137603.0,310242.30909999995,338930.4116,173761.7104311,178558.44999999998,62719.799999999996,213423.24,3073919.6975959
2023-06-14,339729.39,248180.4647777,281614.78108680004,251651.52121540002,33046.86,,114135.9512738,250793.47572930003,134817.9212505,137825.0,310406.851,338035.8964,172996.0469295,178676.0,63513.45,212309.34,3067732.949663
2023-06-15,341080.74,246454.47512140003,281306.9548968,250119.3066794,32852.049999999996,,116133.3042388,249976.8845721,134006.8793255,137329.2,310458.81159999996,337759.85459999996,172283.5705228,178676.0,63842.350000000006,210749.88,3063030.2615568
2023-06-16,340810.47,246032.7687272,280704.859995,250012.6072433,32907.71,,117366.51469420001,249829.7724333,133720.3283715,138172.8,312055.1567,339017.7666,172358.70482800002,179616.4,64285.649999999994,210749.88,3067641.3895925
2023-06-19,340810.47,245891.27821440002,280736.3569626,250040.6594711,32738.2,,116332.73409099999,249857.8050681,133845.1315485,137647.4,310761.9151,338598.4626,172665.8015836,179616.4,64285.649999999994,210749.88,3064578.1446393
2023-06-20,341351.01,245570.1699724,281772.4375704,250551.026124,32616.76,,114913.42454479999,250062.7689351,134118.3272695,136382.0,311065.0186,339444.05899999995,173009.05387029998,177618.05,63391.899999999994,211641.0,3063507.0058865
2023-06-21,341891.55,243614.7841855,280874.1101292,249119.84302049997,32502.91,,111653.7557398,249099.41481659998,133361.9033775,135331.19999999998,310819.64910000004,338975.8362,171865.6424576,175854.80000000002,62855.649999999994,209858.76,3047679.8090267
2023-06-22,340810.47,244242.9999828,280074.5495856,248355.9088124,32399.18,,111610.58984740001,249792.0566076,133419.794846,134465.4,310326.0234,338304.9498,171919.780645,175149.5,61075.3,209858.76,3041805.2635268
2023-06-23,341621.28,246212.98894009998,282519.3735924,251008.94667130001,32211.96,,112399.991203,251558.79033689998,134363.448693,134465.4,310326.0234,338304.9498,173135.7393913,175149.5,61075.3,209858.76,3054212.452028
2023-06-26,341621.28,245540.47620829998,282062.3570856,250397.3217682,32320.75,,109589.05175279999,251189.6990778,134036.049966,133932.6,309846.83119999996,339929.7528,173123.1729565,176325.0,61432.8,211418.22,3052765.3628152
2023-06-27,341351.01,243095.6868158,280767.5384052,249229.77399910003,32335.93,,110945.07020419999,250667.0548515,133530.292786,134435.8,309771.777,339042.22599999997,172418.7297774,174326.65,60560.5,210081.54,3042559.5798392
2023-06-28,341891.55,245979.94069740002,282289.0706328,250822.3317989,32454.84,,112032.43816399999,251879.73633719998,134033.739729,134894.6,309895.90510000003,338930.4116,173085.9782317,175972.35,61661.6,211863.78,3057688.272291
2023-06-29,340269.93,244670.9520983,281435.6739516,249974.0262842,32652.18,,111146.18608180001,251724.94827929998,133958.57666,135597.6,309858.378,339269.349,173367.223292,176560.1,62190.700000000004,211641.0,3054316.8236472
2023-06-30,340810.47,244813.53146250002,281339.00214,250371.34260540002,32586.4,,110882.5141982,252017.10808650003,133692.31165000002,136537.4,310025.8066,337710.9358,172545.4533421,177735.59999999998,62526.75,211641.0,3055235.6258847
2023-07-03,340810.47,246131.73888030002,281435.7193872,250233.79352319997,32685.07,,112495.133305,252347.6774187,133848.253847,137025.8,310401.0776,338629.9104,172555.2005385,178205.8,62991.49999999999,211641.0,3061438.1448999
2023-07-04,340810.47,246565.3859578,281544.068148,250330.1300732,32705.31,,113490.31306480001,252444.82990590003,133899.78436700001,137669.6,310409.7377,338353.8686,171997.1835561,178205.8,62991.49999999999,211641.0,3063058.9813728
2023-07-05,339729.39,245556.3194448,281579.87644920003,250308.2921626,32672.42,,112383.68113140001,252979.0329051,134248.0172095,137203.4,310366.4372,338843.0566,172302.7105085,177970.7,62877.1,212309.34,3061329.7736111
2023-07-06,337837.5,244338.05491550002,280116.3629586,248657.2714909,32485.2,,110276.3176352,250921.6957026,133883.9329745,136241.40000000002,310181.68840000004,336278.3138,171923.0283756,175502.15,62927.15,210304.31999999998,3041874.3862529
2023-07-07,338648.31,242654.6072587,278481.6859902,246574.15822289998,32621.82,,108425.100224,249226.6092057,133101.353985,134879.80000000002,309690.9494,334380.9632,169819.3419151,175384.6,62026.25,208744.86,3024660.4094016
2023-07-10,339729.39,242339.68799950002,278709.0078696,246627.5530606,32462.43,,109053.55194280001,249030.9879984,132879.6420035,134717.0,309757.34349999996,334894.6106,169092.41691159998,174209.1,61282.649999999994,208744.86,3023530.231886
2023-07-11,339999.66,242441.88696909999,278816.4277248,246981.866697,32543.39,,109667.16447779999,249684.78595410002,132820.9984485,134731.8,309474.44690000004,335701.7708,168968.1802035,175384.6,62312.25000000001,209190.42,3028719.6481748
2023-07-12,343242.89999999997,241287.51368540002,278047.9981398,245843.95156289998,32723.02,,109214.0202336,248973.5885382,131696.986582,135575.4,309893.0184,336442.54120000004,167336.90639350002,177382.95,62619.7,208522.08,3028802.5747354003
2023-07-13,344594.25,241141.3846023,277349.9255814,245972.8181611,32902.65,,111179.5547122,248883.7202262,131153.7918075,135538.4,310504.9988,340471.3538,166930.47753720003,178793.55000000002,61282.649999999994,207853.74,3034553.2652279
2023-07-14,343242.89999999997,240059.2869311,275261.2636704,244266.12959690002,33102.520000000004,,111239.70962739999,247756.1742009,130590.786091,135279.4,310632.0136,341327.4328,166954.7814546,179146.2,62541.049999999996,207408.18000000002,3028807.8279723
2023-07-17,343513.17000000004,240368.0420141,275732.2566726,244484.67210919998,32902.65,,111339.23479759999,247918.6282014,130600.83670150001,134509.80000000002,312320.7331,341058.3794,167375.1062729,177265.4,62240.75,207185.40000000002,3028815.0592693
2023-07-18,343513.17000000004,240874.9012852,275640.1460904,244620.05300930003,33003.85,,109045.51065560001,248486.9182407,130663.96038899999,133673.59999999998,310883.15650000004,341648.8992,167376.21554709997,176795.19999999998,63377.6,207853.74,3027456.9209173
2023-07-19,343783.44,242769.8275821,276756.1580154,246046.3363627,33155.65,,108848.6113414,249790.1484357,131192.99266699998,134694.80000000002,311232.4472,343899.164,168213.1268896,177853.15000000002,63835.200000000004,208744.86,3040815.9124939
2023-07-20,343513.17000000004,244616.2899635,277835.5917582,246349.6452834,33155.65,,109384.4071776,249869.45895029997,131489.4814785,133940.0,311105.4324,342896.3286,169038.050462,177147.85,64106.899999999994,209190.42,3043638.6760735
2023-07-21,343783.44,244535.9725263,278688.3422442,247325.21016120003,33183.479999999996,,109964.3088506,250756.06651469998,131893.05685199998,135649.4,311177.59990000003,342124.1104,169254.1887355,176560.1,62555.35,209635.98,3047086.6061845003
2023-07-24,343783.44,245677.5142003,279527.86844640004,248070.25752769999,33223.96,,108540.0756362,251871.607485,132290.374434,136907.4,311304.61470000003,343563.7208,169852.6021204,176207.45,63034.399999999994,210749.88,3054605.16535
2023-07-25,343242.89999999997,246537.96015029997,280196.76630119997,248425.0589441,33289.740000000005,,114392.67427440001,252379.16125739997,132497.89153249998,137521.6,311391.2157,342651.7346,170247.4536781,179028.65,63012.95,211195.44,3066011.1964379996
2023-07-26,344053.71,246029.0226667,280384.0871832,248425.1882058,33309.979999999996,,113853.45839059999,252231.978618,132371.239926,136966.6,311578.8512,342630.7694,169909.2231598,178088.25,63713.65,210749.88,3064295.8887501
2023-07-27,342702.36,247993.0414143,281091.0424014,249403.26271170002,33441.54,,116631.0178472,253658.8675305,133247.093235,138824.0,311558.6443,343280.6906,171264.8042874,182084.95,63220.3,212086.56,3080488.1743275
2023-07-28,344053.71,248513.11363059998,281116.55953920004,249074.16974019998,33646.47,,118124.6519964,253011.4438932,132717.04378100001,137025.8,311760.7133,342840.4214,170340.3904326,181027.0,63785.149999999994,211641.0,3078677.6377132
2023-07-31,344053.71,248095.6467899,281375.3783862,249745.90865049997,33547.799999999996,,119335.20302259999,253485.68746229997,132948.03029650002,136996.19999999998,312167.738,343004.64879999997,170584.3927129,181262.1,64178.4,212754.90000000002,3083535.7441209
2023-08-01,342972.63,249801.5826852,281627.278401,249675.0659222,33527.560000000005,,118947.7184856,253390.1219037,133501.555165,136692.8,312254.339,343395.9992,171507.9856247,180439.25,65594.09999999999,211641.0,3084968.9863874
2023-08-02,342161.82,250670.0337778,282294.5456226,249988.2133655,33605.990000000005,,117296.8580556,253335.78522900003,134036.608933,135309.0,312309.1863,342588.83900000004,172004.7142064,177735.59999999998,65308.100000000006,212086.56,3080731.8544899
2023-08-03,340810.47,249846.20527230002,281231.5671396,248749.3058213,33335.28,,116589.2976464,251689.72524839998,133970.4241215,134258.2,312164.8513,340991.98960000003,171251.2607302,176560.1,63055.85,210749.88,3065254.4068797
2023-08-04,342702.36,248503.4445985,280285.640859,248024.8964266,33236.61,,116762.2602314,250820.27593379997,133082.9380615,133636.6,312257.2257,339716.6066,169201.03367739997,176325.0,63206.00000000001,210749.88,3058510.7720882
2023-08-07,342702.36,248951.53624249998,281020.44557579997,248472.1248363,33236.61,,115615.4417794,251272.545264,133431.9205915,132645.0,312358.2602,340499.3074,169891.91327629998,176325.0,61711.65,210749.88,3058883.9951657997
2023-08-08,342702.36,250385.9480668,282476.3511276,250205.0047476,33388.409999999996,,114467.53381699999,252513.5746419,134342.3578845,132659.80000000002,312505.48189999996,342686.6766,171031.8266709,175972.35,61826.049999999996,211863.78,3069027.5054563
2023-08-09,342702.36,248488.13285660002,281527.99151819997,249587.04114339998,33431.42,,113970.315271,252029.1370851,133782.1194145,133732.8,312603.6297,341848.0686,170685.4968491,175972.35,60102.9,212086.56,3062550.3224379
2023-08-10,342161.82,248370.57596259998,280176.83016959997,248131.3300226,33439.009999999995,,113511.64718659999,251712.62597159998,133466.63772,134028.80000000002,312563.2159,342110.1336,170214.97036520002,177382.95,59795.45,211418.22,3058484.2168982
2023-08-11,341080.74,248584.7469105,280447.8232332,248741.7501091,33431.42,,113044.57851739999,252358.51588830003,133706.12869050002,133814.2,312794.1519,340743.9014,170748.8916694,174444.2,60031.399999999994,211418.22,3055390.6683184
2023-08-14,340269.93,249894.072246,281707.7423244,249375.22511730003,33431.42,,111570.3926652,252749.98443689998,134417.52695099998,133414.6,312915.3933,340247.72500000003,171465.5048279,175267.05,60052.85,211863.78,3058643.1968687
2023-08-15,339729.39,248668.1403661,280123.0167498,247916.3263542,33342.869999999995,,111216.92026340001,251949.2333013,133991.67206450002,133414.6,312915.3933,340247.72500000003,170922.274831,175267.05,60052.85,211863.78,3051621.2422303
2023-08-16,339188.85000000003,248849.7128026,280723.0165656,247981.3376726,33251.79,,109701.4773668,251538.4376118,134389.369888,131801.40000000002,313117.4623,338678.82920000004,170513.5273113,173386.25,60231.6,211863.78,3045216.8407187
2023-08-17,338918.57999999996,248500.03976070002,280712.4426918,247933.5937662,33287.21,,109379.15036199999,251150.3643987,134496.0954005,131128.0,313152.1027,336582.3092,170321.6609184,171505.45,60031.399999999994,210972.66,3038071.0591983
2023-08-18,339188.85000000003,249204.89106239998,281356.9794924,248297.8312867,33008.909999999996,,108127.2832706,251519.32862369998,134803.9974545,130809.8,313131.8958,337316.0912,170140.97937329998,167861.4,59223.45,210972.66,3034964.3475636
2023-08-21,338378.04,247868.3774294,280301.8790376,247308.4817461,32819.159999999996,,105837.43870740001,250709.1849459,134521.54999,130210.40000000001,313287.77760000003,336512.4252,169781.93494650003,169507.1,59423.65,210081.54,3026548.9396029003
2023-08-22,338378.04,249076.4443349,281488.09653720004,248374.5956642,33044.33,,106647.8538846,251868.57795449998,134868.642108,130595.2,313478.29980000004,336854.8568,169918.4918065,169507.1,60925.149999999994,211195.44,3036221.1188899
2023-08-23,340540.2,250464.4490803,283461.1778544,250271.6720791,33130.35,,106610.848585,253562.484564,135143.1368875,131165.0,313573.5609,338689.31179999997,170183.18785729998,170565.05,61518.600000000006,212309.34,3051188.3696076
2023-08-24,339729.39,250962.2623872,282940.203168,249978.5089824,33173.36,,108597.30528,253721.39025599998,135227.829984,132378.59999999998,313928.625,340048.5556,171006.5696587,172210.75,62519.6,213200.46,3059623.4103163
2023-08-25,339729.39,252307.10787100001,284760.28767479997,251586.558675,33143.0,,108409.116802,255168.2547819,135986.3446045,131431.40000000002,313842.024,339164.523,172262.7806419,169624.65,60960.9,213646.02,3062022.3580511
2023-08-28,340540.2,251480.644324,284528.32884,251213.87280490002,33143.0,,109000.6552716,254886.386067,135651.9120095,132556.19999999998,313842.024,339164.523,171600.3016662,169624.65,61783.149999999994,213423.24,3062439.0879832
2023-08-29,342432.09,251758.9577503,285304.3285008,252015.50509030002,33203.72,,111279.7218926,255249.9503451,135355.104131,132445.19999999998,314575.2458,339828.42100000003,171354.26705139998,171740.55,61711.65,213200.46,3071455.1715615
2023-08-30,342432.09,249685.66012390002,282708.4917048,249945.7106552,33213.840000000004,,110105.26684499999,253353.57133319997,134562.60767549998,132275.0,314898.5562,340160.37,170163.4652023,172680.94999999998,62476.7,212754.90000000002,3061417.1797399
2023-08-31,342161.82,252021.4925956,284664.9940764,251900.18658160002,33246.729999999996,,109736.30771600001,254677.96368,135493.8562935,132911.40000000002,315216.0932,341771.1962,171608.59519279998,174209.1,63012.95,214759.92,3077392.6055359
2023-09-01,342161.82,252639.35110960001,285886.9391028,252530.13737930002,33231.549999999996,,110207.35873099999,255709.6448517,136186.465586,132386.0,315366.2016,341827.1034,172649.08838549998,174209.1,64621.7,215205.48,3084817.9401459
2023-09-04,342161.82,253154.6696952,286470.0722142,253045.23305930002,33256.85,,114116.795823,256231.2262482,136464.250594,132326.8,315692.3987,340775.3492,172780.3191275,174209.1,64621.7,215205.48,3090512.0646614
2023-09-05,340810.47,254427.3327232,287345.134104,254176.0144109,33231.549999999996,,113113.5080702,255894.2593191,137330.53189299998,132312.0,315790.5465,339793.47900000005,173951.6486091,173856.44999999998,65308.100000000006,215873.81999999998,3093214.8446295
2023-09-06,339999.66,254038.1116273,286643.70688380004,253497.82217119998,33160.71,,112917.793306,255713.04883349998,137109.2469335,130780.2,315946.4283,339321.762,173545.6262197,173268.7,65794.3,214759.92,3086497.036275
2023-09-07,340810.47,254501.0033111,287664.1273548,254249.6130962,33132.880000000005,,111521.3983098,255906.2264634,137034.1534355,131364.80000000002,316064.783,339461.52999999997,173384.7894699,170682.6,65708.5,215873.81999999998,3087360.6944407
2023-09-08,340810.47,254568.7321905,287406.6160434,254249.6326074,33158.18,,111421.5671176,255987.5083344,137135.37924049998,132238.0,316295.71900000004,339936.7412,173296.85245849998,170917.69999999998,65436.799999999996,215873.81999999998,3088733.7181923
2023-09-11,341080.74,253727.4034204,286802.5522656,253507.4655818,33163.240000000005,,110436.4257062,255549.72488219998,136735.073704,132119.6,316503.5614,339465.0242,172826.3920505,171387.9,66194.7,214982.7,3084482.5032107
