Date,IE00B84J9L26,IE00BK1KHS51,IE00BRB37Q12,IE00BRB37T43,IE00BYR8FS70,LP68838366,LU0067412154,LU0110450813,LU0154237738,LU0329760770,LU1670722161,LU1670724373,LU1889097876,LU1897340425,LU2286300988,LU2530434740,PTF
2023-03-01,335675.34,250805.8826364,281242.1056746,252311.9314352,33309.979999999996,,126019.0218502,248240.1222441,135669.5062755,137876.8,301703.4505,335432.7174,180057.91274660002,165863.05,55655.600000000006,210304.31999999998,3050167.7407626
2023-03-02,334864.53,251658.12393539998,282391.33859580004,252850.3551937,33406.119999999995,,126832.08836299999,248796.88344,136114.260484,138039.6,303325.7759,334073.4736,180685.0170882,165510.4,55105.049999999996,211418.22,3055071.2366001
2023-03-03,336486.14999999997,251630.76172779998,284152.9903968,254989.19488780003,33451.659999999996,,128341.74302360001,250470.567684,136500.921708,139971.0,303403.7168,334387.95160000003,180395.22220689998,168449.15,56392.05,212532.12,3071555.2000349
2023-03-06,336486.14999999997,250899.2457062,281987.4539748,253274.2969862,33487.08,,126489.172586,249682.7753568,135572.96691699998,140526.0,304105.18490000005,335796.11419999995,179545.41805469999,169389.55,57006.950000000004,211641.0,3065889.3586816997
2023-03-07,334594.26,253197.8672223,282817.5876288,255058.3669696,33466.840000000004,,126346.54524,250827.66852029998,136774.609224,140274.4,304333.2342,336299.279,181549.17372679999,169389.55,56792.450000000004,213868.8,3075590.6317318
2023-03-08,333513.18,253865.4824979,282985.3434366,255394.5986014,33398.53,,123448.24335640001,250730.4980754,136861.7780885,139497.4,304278.3869,335324.3972,181975.2191162,167978.94999999998,56792.450000000004,212754.90000000002,3068799.3572724
2023-03-09,334323.99,253143.227519,283258.5880866,255225.31943019998,33302.39,,121370.3288756,250023.10769190002,136647.40104949998,139808.2,304154.2588,334629.0514,181188.12299540002,168566.7,56842.5,212532.12,3065015.3058482
2023-03-10,335945.61,250749.68645090002,281291.49669600005,253758.0698735,33137.939999999995,,117929.75889119999,247182.2427834,135914.4009935,137099.80000000002,303585.5789,336264.337,179178.23427840002,162689.2,55283.799999999996,211863.78,3041873.9358669003
2023-03-13,339188.85000000003,248672.8398973,282942.60368219996,252928.70241730002,32550.98,,118063.9132756,246214.978542,136466.12901099998,138121.0,303097.7266,340254.7134,178883.6539001,162219.0,53775.149999999994,210304.31999999998,3043684.5607255
2023-03-14,337567.23,245947.5377359,281761.502736,252225.6699811,32394.12,,117195.64203700001,246788.3366433,136018.3712545,138587.2,302093.15499999997,335820.5736,178865.5350874,165157.75,53453.4,210081.54,3033957.5640752
2023-03-15,337837.5,249406.4465347,287293.85750519997,256517.5901064,31711.02,,119012.67978,249509.6119161,139368.64192650001,138320.8,302150.889,338923.4232,181442.29295509998,164805.1,54275.649999999994,213423.24,3063998.742924
2023-03-16,336215.88,248061.7002773,283545.9581598,253985.18024149997,30987.440000000002,,117939.05794259999,248244.62164559998,137790.5197515,138343.0,299587.4994,337924.082,179557.3677811,167743.85,55055.0,212754.90000000002,3047736.0571994
2023-03-17,337837.5,247467.8542882,284052.69383400003,254064.432297,30987.440000000002,,119405.1503344,247088.06462340002,137573.32988499998,136863.0,300161.95269999997,337557.19100000005,178945.0764549,167391.2,56034.55,212532.12,3047961.5554169
2023-03-20,337026.69,236103.82125329998,281584.922325,251140.94481709998,29095.0,,116701.0609936,245040.85489860002,136718.06839250002,137210.8,300069.5783,336002.272,177731.9149217,167038.55000000002,55584.1,210749.88,3017798.4579018
2023-03-21,337026.69,237522.24759900002,280295.95474019996,250670.6590468,31210.079999999998,,118341.86033820001,244968.9476121,135758.1301335,135849.2,301279.1056,336019.743,175819.640332,166921.0,55269.5,210304.31999999998,3017257.0784018002
2023-03-22,339729.39,244584.16251360002,281846.66419559997,251756.83779519997,31162.010000000002,,119078.2356814,245100.7444932,135378.479987,135227.6,302006.554,335904.4344,175034.0359247,168684.25,56148.950000000004,209858.76,3031501.1089907
2023-03-23,339999.66,242380.6848645,279771.0675438,249936.6574584,31194.899999999998,,119551.1609672,243625.50480599998,134819.7252985,133503.4,301971.9136,338154.6992,173727.4230459,168801.8,54947.74999999999,210304.31999999998,3022690.6667843
