Date,IE00B84J9L26,IE00BK1KHS51,IE00BRB37Q12,IE00BRB37T43,IE00BYR8FS70,LP68838366,LU0067412154,LU0110450813,LU0154237738,LU0329760770,LU1670722161,LU1670724373,LU1889097876,LU1897340425,LU2286300988,LU2530434740
2023-06-02,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-05,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-06,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-07,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-08,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-09,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-12,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-13,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-14,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-15,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-16,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-19,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-20,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-21,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-22,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-23,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-26,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-27,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-28,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-29,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-30,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-03,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-04,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-05,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-06,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-07,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-10,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-11,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-12,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-13,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-14,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-17,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-18,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-19,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-20,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-21,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-24,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-25,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-26,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-27,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-28,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-07-31,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-01,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-02,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-03,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-04,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-07,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-08,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-09,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-10,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-11,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-14,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-15,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-16,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-17,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-18,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-21,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-22,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-23,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-24,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-25,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-28,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-29,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-30,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-08-31,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-01,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-04,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-05,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-06,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-07,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-08,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-11,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-12,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-13,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-14,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-15,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-18,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-19,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-20,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-21,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-22,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-25,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-26,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-27,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-28,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-09-29,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-02,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-03,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-04,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-05,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-06,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-09,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-10,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-11,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-12,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-13,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-16,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-17,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-18,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-19,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-20,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-23,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-24,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-25,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-26,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-27,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-30,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-10-31,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-01,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-02,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-03,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-06,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-07,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-08,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-09,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-10,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-13,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-14,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-15,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-16,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-17,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-20,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-21,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-22,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-23,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-24,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-27,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-28,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-29,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-11-30,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-01,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-04,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-05,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-06,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-07,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-08,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-11,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-12,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-13,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-14,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-15,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-18,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-19,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-20,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-21,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-22,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-25,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-26,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-27,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-28,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-12-29,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-01,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-02,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-03,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-04,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-05,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-08,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-09,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-10,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-11,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-12,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-15,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-16,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-17,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-18,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-19,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-22,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-23,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-24,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-25,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-26,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-29,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-30,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-01-31,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2024-02-01,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
