Date,IE00B84J9L26,IE00BK1KHS51,IE00BRB37Q12,IE00BRB37T43,IE00BYR8FS70,LP68838366,LU0067412154,LU0110450813,LU0154237738,LU0329760770,LU1670722161,LU1670724373,LU1889097876,LU1897340425,LU2286300988,LU2530434740
2023-03-03,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-06,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-07,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-08,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-09,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-10,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-13,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-14,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-15,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-16,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-17,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-20,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-21,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-22,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-23,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-24,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-27,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-28,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-29,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-30,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-03-31,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-03,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-04,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-05,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-06,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-07,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-10,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-11,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-12,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-13,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-14,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-17,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-18,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-19,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-20,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-21,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-24,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-25,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-26,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-27,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-04-28,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-01,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-02,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-03,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-04,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-05,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-08,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-09,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-10,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-11,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-12,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-15,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-16,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-17,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-18,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-19,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-22,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-23,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-24,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-25,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-26,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-29,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-30,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-05-31,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
2023-06-01,27027.0,2639.0,25242.0,24389.0,253.0,,106.0,6651.0,11995.0,740.0,28867.0,34942.0,20023.0,11755.0,715.0,22278.0
